english,pos,cefr,translation_tr,alt_translation_tr,disambiguation,warning
preparation,noun,B2,hazırlık,,,
prepare,verb,A1,hazırlamak,,,
prepared,adjective,B1,hazır,,,
prescribe,verb,C1,reçete yazmak,öngörmek,,
prescription,noun,C1,reçete,,,
presence,noun,B2,varlık (hazır bulunma),,,
present,adjective,A1,mevcut (hazır),,"bijvoeglijk naamwoord — zie ook present (zelfstandig/werkwoord) (currently existing, or in attendance)",
present,verb,A2,sunmak,,werkwoord — zie ook present (zelfstandig/bijvoeglijk) (to formally give/show),
present,noun,A1,hediye,,zelfstandig naamwoord (cadeau) — zie ook present (tegenwoordige tijd) (a gift),
present,noun,B2,şimdiki zaman,,zelfstandig naamwoord (grammaticale tegenwoordige tijd) — zie ook present (cadeau) (a gift),
presentation,noun,B1,sunum,,,
presently,adverb,C1,şu anda,yakında,,
preservation,noun,C1,koruma,,,
preserve,verb,B2,korumak,,,
preside,verb,C1,başkanlık etmek,,,
presidency,noun,C1,başkanlık,,,
president,noun,A2,başkan,,,
presidential,adjective,B2,başkanlıkla ilgili,,,
press,verb,B1,basmak (bastırmak),,werkwoord — zie ook press (zelfstandig naamwoord) (to push firmly),
press,noun,B1,basın,,zelfstandig naamwoord — zie ook press (werkwoord) (newspapers/journalists),
pressure,noun,B1,baskı (basınç),,,
prestigious,adjective,C1,prestijli,itibarlı,,
presumably,adverb,C1,muhtemelen,,,
presume,verb,C1,varsaymak,,,
pretend,verb,B1,numara yapmak (rol yapmak),,,
pretty,adjective,A1,güzel (şirin),,,
prevail,verb,C1,üstün gelmek,hakim olmak,,
prevalence,noun,C1,yaygınlık,,,
prevent,verb,A2,önlemek,,,
prevention,noun,C1,önleme,,,
previous,adjective,B1,önceki,,,
previously,adverb,B1,daha önce,,,
prey,noun,C1,av,,,
price,noun,A1,fiyat,,zelfstandig naamwoord — zie ook price (werkwoord) (the amount of money needed to buy something),
price,verb,B2,fiyatlandırmak,,werkwoord — zie ook price (zelfstandig naamwoord) (to set the cost of),
pride,noun,B2,gurur,,,
priest,noun,B1,rahip,,,
primarily,adverb,B2,öncelikle,esas olarak,,
primary,adjective,B1,birincil,ilkokula ait,,
prime,adjective,B2,başlıca,,bijvoeglijk naamwoord (voornaamste) — zie ook prime (priemgetal),
prime,adjective,C1,asal,,"bijvoeglijk naamwoord (priemgetal, wiskunde) — zie ook prime (voornaamste)",
prince,noun,B1,prens,,,
princess,noun,B1,prenses,,,
principal,adjective,B2,başlıca,,"bijvoeglijk naamwoord — zie ook principal (zelfstandig) (main, most important)",
principal,noun,B1,müdür,,zelfstandig naamwoord (schooldirecteur) — zie ook principal (hoofdsom) (the head of a school),
principal,noun,C1,anapara,,zelfstandig naamwoord (hoofdsom van een lening) — zie ook principal (schooldirecteur) (the head of a school),
principle,noun,B2,ilke,,,
print,verb,A2,yazdırmak,,werkwoord — zie ook print (zelfstandig naamwoord) (to produce text/images with a machine),
print,noun,B2,baskı,,zelfstandig naamwoord — zie ook print (werkwoord) (text/images produced by a machine),
printer,noun,A2,yazıcı,,,
printing,noun,B1,baskı (matbaa),,,
prior,adjective,B2,önceki,,,
priority,noun,B2,öncelik,,,
prison,noun,A2,hapishane,,,
prisoner,noun,B1,mahkum,tutsak,,
privacy,noun,B2,mahremiyet,gizlilik,,
private,adjective,B1,özel,,,
privatization,noun,C1,özelleştirme,,,
privilege,noun,C1,ayrıcalık,,,
prize,noun,A2,ödül,,,
probability,noun,B2,olasılık,,,
probable,adjective,B2,olası,muhtemel,,
probably,adverb,A1,muhtemelen,,,
probe,noun,C1,soruşturma,,zelfstandig naamwoord — zie ook probe (werkwoord) (a thorough investigation),
probe,verb,C1,araştırmak,,werkwoord — zie ook probe (zelfstandig naamwoord) (to investigate thoroughly),
problem,noun,A1,sorun,,,
problematic,adjective,C1,sorunlu,,,
procedure,noun,B2,prosedür,yöntem,,
proceed,verb,B2,devam etmek,ilerlemek,,
proceeding,noun,C1,dava süreci,işlem,,
proceeds,noun,C1,gelir,hasılat,,
process,noun,A2,süreç,,zelfstandig naamwoord — zie ook process (werkwoord) (a series of steps),
process,verb,B2,işlemek (veri),,werkwoord — zie ook process (zelfstandig naamwoord) (to handle through a series of steps),
processing,noun,C1,işleme,,,
processor,noun,C1,işlemci,,,
proclaim,verb,C1,ilan etmek,,,
produce,verb,A2,üretmek,yapımcılığını yapmak,,
producer,noun,B1,yapımcı,,,
product,noun,A1,ürün,,,
production,noun,B1,üretim,,,
productive,adjective,C1,üretken,verimli,,
productivity,noun,C1,üretkenlik,,,
profession,noun,B1,meslek,,,
professional,adjective,A2,profesyonel,,"bijvoeglijk naamwoord — zie ook professional (zelfstandig) (relating to a paid occupation, skilled)",
professional,noun,B2,profesyonel (kişi),,zelfstandig naamwoord — zie ook professional (bijvoeglijk) (someone working in a skilled paid occupation),
professor,noun,A2,profesör,,,
profile,noun,A2,profil,,,
profit,noun,B1,kâr,,,
profitable,adjective,C1,kârlı,,,
profound,adjective,C1,derin,köklü,,
program,noun,A1,program,,"zelfstandig naamwoord — zie ook program (werkwoord) (a planned series of events, or software)",
program,verb,B1,programlamak,,werkwoord — zie ook program (zelfstandig naamwoord) (to write instructions for a computer),
programming,noun,B2,programlama,,,
progress,noun,A2,ilerleme,,"zelfstandig naamwoord — zie ook progress (werkwoord) (forward movement, improvement)",
progress,verb,A2,ilerlemek,,"werkwoord — zie ook progress (zelfstandig naamwoord) (to move forward, improve)",
progressive,adjective,B2,ilerici,aşamalı,,
prohibit,verb,B2,yasaklamak,,,
project,noun,A1,proje,,zelfstandig naamwoord — zie ook project (werkwoord) (a planned piece of work),
project,verb,B2,yansıtmak (öngörmek),,"werkwoord — zie ook project (zelfstandig naamwoord) (to estimate for the future, or cast an image)",
projection,noun,C1,tahmin,yansıtma,,
prominent,adjective,C1,önde gelen,belirgin,,
promise,verb,A2,söz vermek,,werkwoord — zie ook promise (zelfstandig naamwoord) (to firmly commit to),
promise,noun,A2,söz,vaat,zelfstandig naamwoord — zie ook promise (werkwoord) (a firm commitment),
promising,adjective,B2,umut vadeden,,,
promote,verb,B1,terfi ettirmek,tanıtmak,,
promotion,noun,B2,terfi,tanıtım,,
prompt,verb,B2,harekete geçirmek,,,
pronounce,verb,A2,telaffuz etmek,,,
pronounced,adjective,C1,belirgin,,,
proof,noun,B2,kanıt,,,
propaganda,noun,C1,propaganda,,,
proper,adjective,B1,uygun (doğru),,,
properly,adverb,B1,düzgün bir şekilde,,,
property,noun,B1,mülk,,zelfstandig naamwoord (eigendom/vastgoed) — zie ook property (eigenschap),
property,noun,B2,özellik,,zelfstandig naamwoord (kenmerk/eigenschap) — zie ook property (eigendom),
proportion,noun,B2,oran,,,
proposal,noun,B2,teklif (öneri),,,
propose,verb,B2,önermek,evlenme teklif etmek,,
proposition,noun,C1,öneri,önerme,,
prosecute,verb,C1,kovuşturmak,dava açmak,,
prosecution,noun,C1,kovuşturma,iddia makamı,,
prosecutor,noun,C1,savcı,,,
prospect,noun,B2,olasılık,beklenti,,
prospective,adjective,C1,olası,müstakbel,,
prosperity,noun,C1,refah,,,
protect,verb,A2,korumak,,,
protection,noun,B2,koruma,,,
protective,adjective,C1,koruyucu,,,
protein,noun,B2,protein,,,
protest,noun,B1,protesto,,zelfstandig naamwoord — zie ook protest (werkwoord) (a public objection),
protest,verb,B1,protesto etmek,,werkwoord — zie ook protest (zelfstandig naamwoord) (to publicly object to),
protester,noun,B2,protestocu,,,
protocol,noun,C1,protokol,,,
proud,adjective,B1,gururlu,,,
prove,verb,B1,kanıtlamak,,,
provide,verb,A2,sağlamak,,,
province,noun,C1,il,eyalet,,
provincial,adjective,C1,taşra ile ilgili,,,
provision,noun,C1,hüküm,,zelfstandig naamwoord (juridische bepaling) — zie ook provision (voorziening),
provision,noun,C1,tedarik,,zelfstandig naamwoord (voorziening/levering) — zie ook provision (juridische bepaling),
provoke,verb,C1,kışkırtmak,tetiklemek,,
psychiatric,adjective,C1,psikiyatrik,,,
psychological,adjective,B2,psikolojik,,,
psychologist,noun,B2,psikolog,,,
psychology,noun,B2,psikoloji,,,
public,adjective,A2,kamusal,,bijvoeglijk naamwoord — zie ook public (zelfstandig) (open to everyone),
public,noun,A2,halk,,zelfstandig naamwoord — zie ook public (bijvoeglijk) (people in general),
publication,noun,B2,yayın,,,
publicity,noun,B2,tanıtım,reklam,,
publish,verb,A2,yayınlamak,,,
publishing,noun,B2,yayıncılık,,,
pull,verb,A2,çekmek,,werkwoord — zie ook pull (zelfstandig naamwoord) (to drag toward oneself),
pull,noun,B1,çekiş,,zelfstandig naamwoord — zie ook pull (werkwoord) (the act of dragging toward oneself),
pulse,noun,C1,nabız,,,
pump,noun,C1,pompa,,zelfstandig naamwoord — zie ook pump (werkwoord) (a device that moves liquid/gas),
pump,verb,C1,pompalamak,,werkwoord — zie ook pump (zelfstandig naamwoord) (to move liquid/gas with a pump),
punch,noun,C1,yumruk,,zelfstandig naamwoord — zie ook punch (werkwoord) (a hit with a closed fist),
punch,verb,C1,yumruklamak,,werkwoord — zie ook punch (zelfstandig naamwoord) (to hit with a closed fist),
punish,verb,B1,cezalandırmak,,,
punishment,noun,B1,ceza,,,
punk,noun,B2,punk,,,
purchase,noun,B2,satın alma,,zelfstandig naamwoord — zie ook purchase (werkwoord) (something bought),
purchase,verb,B2,satın almak,,werkwoord — zie ook purchase (zelfstandig naamwoord) (to buy),
pure,adjective,B2,saf,,,
purely,adverb,B2,tamamen,sadece,,
purple,adjective,A1,mor,,,
purpose,noun,A2,amaç,,,
pursue,verb,B2,peşinden gitmek,sürdürmek,,
pursuit,noun,B2,peşinden koşma,takip,,
push,verb,A2,itmek,,"werkwoord — zie ook push (zelfstandig naamwoord) (to shove, press against)",
push,noun,B1,itiş,,zelfstandig naamwoord — zie ook push (werkwoord) (a shove),
put,verb,A1,koymak,,,
puzzle,noun,B2,bulmaca,,,
qualification,noun,B1,nitelik (yeterlilik),,,
qualified,adjective,B1,kalifiye,yeterli,,
qualify,verb,B1,hak kazanmak,yeterlilik kazanmak,,
quality,noun,A2,kalite,,,
quantity,noun,A2,miktar,,,
quarter,noun,A1,çeyrek,,,
queen,noun,A2,kraliçe,,,
query,noun,C1,sorgu,soru,,
quest,noun,C1,arayış,macera,,
question,noun,A1,soru,,zelfstandig naamwoord — zie ook question (werkwoord) (something asked to get information),
question,verb,A2,sorgulamak,,"werkwoord — zie ook question (zelfstandig naamwoord) (to ask, or to doubt)",
questionnaire,noun,B2,anket,,,
quick,adjective,A1,hızlı,,,
quickly,adverb,A1,hızlıca,,,
quiet,adjective,A1,sessiz,,,
quietly,adverb,A2,sessizce,,,
quit,verb,B1,bırakmak (işi/alışkanlığı),,,
quite,adverb,A1,oldukça,,,
quota,noun,C1,kota,,,
quotation,noun,B1,alıntı,,,
quote,verb,B1,alıntı yapmak,,werkwoord — zie ook quote (zelfstandig naamwoord) (to repeat words exactly from someone),
quote,noun,B1,alıntı,,zelfstandig naamwoord — zie ook quote (werkwoord) (words repeated exactly from someone),
race,noun,A2,yarış,,zelfstandig naamwoord (yarışma) — zie ook race (ırk) (a competition of speed),
race,verb,A2,yarışmak,,werkwoord — zie ook race (zelfstandig naamwoord) (to compete for speed),
race,noun,B1,ırk,,zelfstandig naamwoord (insan ırkı) — zie ook race (yarışma) (a competition of speed),
racial,adjective,B2,ırksal,,,
racing,noun,B1,yarış (spor),,,
racism,noun,B2,ırkçılık,,,
racist,adjective,B2,ırkçı,,bijvoeglijk naamwoord — zie ook racist (zelfstandig) (discriminating based on race),
racist,noun,B2,ırkçı,,zelfstandig naamwoord — zie ook racist (bijvoeglijk) (a person who discriminates based on race),
radar,noun,C1,radar,,,
radiation,noun,B2,radyasyon,,,
radical,adjective,C1,radikal,köklü,,
radio,noun,A1,radyo,,,
rage,noun,C1,öfke,hiddet,,
raid,noun,C1,baskın,,zelfstandig naamwoord — zie ook raid (werkwoord) (a sudden attack/police search),
raid,verb,C1,baskın yapmak,,werkwoord — zie ook raid (zelfstandig naamwoord) (to make a sudden attack/police search),
rail,noun,B2,ray,demiryolu,,
railroad,noun,A2,demiryolu,,,
rain,noun,A1,yağmur,,zelfstandig naamwoord — zie ook rain (werkwoord) (water falling from clouds),
rain,verb,A1,yağmur yağmak,,werkwoord — zie ook rain (zelfstandig naamwoord) (when water falls from clouds),
raise,verb,A2,kaldırmak (yükseltmek),,"werkwoord — zie ook raise (zelfstandig naamwoord) (to lift, or to bring up children)",
raise,noun,B1,zam,,zelfstandig naamwoord — zie ook raise (werkwoord) (a pay increase),
rally,noun,C1,miting,,zelfstandig naamwoord — zie ook rally (werkwoord) (a large public gathering),
rally,verb,C1,toplanmak,toparlanmak,werkwoord — zie ook rally (zelfstandig naamwoord) (to gather together for a cause),
random,adjective,B2,rastgele,,,
range,noun,B1,aralık,yelpaze,zelfstandig naamwoord — zie ook range (werkwoord) (the extent between limits),
range,verb,B2,değişmek (aralıkta olmak),,werkwoord — zie ook range (zelfstandig naamwoord) (to vary between limits),
rank,verb,B2,sıralamak,,werkwoord — zie ook rank (zelfstandig naamwoord) (to place in order),
rank,noun,B2,rütbe,,zelfstandig naamwoord (militaire rang) — zie ook rank (positie in lijst) (a position in a hierarchy),
rank,noun,C1,sıra,,zelfstandig naamwoord (positie in een rangschikking) — zie ook rank (militaire rang) (a position in a hierarchy),
ranking,noun,C1,sıralama,,,
rape,noun,C1,tecavüz,,zelfstandig naamwoord — zie ook rape (werkwoord),gevoelig onderwerp
rape,verb,C1,tecavüz etmek,,werkwoord — zie ook rape (zelfstandig naamwoord),gevoelig onderwerp
rapid,adjective,B2,hızlı,,,
rapidly,adverb,B2,hızla,,,
rare,adjective,B1,nadir,,,
rarely,adverb,B1,nadiren,,,
rat,noun,B2,sıçan,,,
rate,noun,A2,oran,,"zelfstandig naamwoord — zie ook rate (werkwoord) (a measure per unit, e.g. speed/cost)",
rate,verb,B2,değerlendirmek,,werkwoord — zie ook rate (zelfstandig naamwoord) (to give a score/evaluation to),
rather,adverb,A2,oldukça,tercihen,,
rating,noun,B2,puanlama,derecelendirme,,
ratio,noun,C1,oran,,,
rational,adjective,C1,akılcı,mantıklı,,
raw,adjective,B2,çiğ (işlenmemiş),,,
ray,noun,C1,ışın,,,
reach,verb,A2,ulaşmak,,"werkwoord — zie ook reach (zelfstandig naamwoord) (to arrive at, or stretch to touch)",
reach,noun,B2,erişim (menzil),,zelfstandig naamwoord — zie ook reach (werkwoord) (the distance one can extend to),
react,verb,A2,tepki vermek,,,
reaction,noun,B1,tepki,,,
read,verb,A1,okumak,,,
reader,noun,A1,okuyucu,,,
readily,adverb,C1,kolayca,hemen,,
reading,noun,A1,okuma,,,
ready,adjective,A1,hazır,,,
real,adjective,A1,gerçek,,,
realistic,adjective,B2,gerçekçi,,,
reality,noun,B1,gerçeklik,,,
realization,noun,C1,farkına varma,gerçekleştirme,,
realize,verb,A2,fark etmek,farkına varmak,,
really,adverb,A1,gerçekten,,,
realm,noun,C1,alan,,zelfstandig naamwoord (figuurlijk domein/gebied) — zie ook realm (koninkrijk),
realm,noun,C1,krallık,,zelfstandig naamwoord (koninkrijk) — zie ook realm (domein),
rear,adjective,C1,arka,,bijvoeglijk naamwoord — zie ook rear (zelfstandig) (at the back),
rear,noun,C1,arka kısım,,zelfstandig naamwoord — zie ook rear (bijvoeglijk) (the back part),
reason,noun,A1,sebep,,,
reasonable,adjective,B2,makul,,,
reasonably,adverb,B2,makul ölçüde,oldukça,,
reasoning,noun,C1,akıl yürütme,muhakeme,,
reassure,verb,C1,güven vermek,,,
rebel,noun,C1,asi,isyancı,,
rebellion,noun,C1,isyan,,,
rebuild,verb,B2,yeniden inşa etmek,,,
recall,verb,B2,hatırlamak,geri çağırmak,,
receipt,noun,B1,fiş (makbuz),,,
receive,verb,A2,almak (teslim almak),,,
receiver,noun,B2,alıcı,,"zelfstandig naamwoord (algemene ontvanger, bv. sport/radio) — zie ook receiver (telefoonhoorn)",
receiver,noun,C1,ahize,,zelfstandig naamwoord (telefoonhoorn) — zie ook receiver (algemene ontvanger),
recent,adjective,A2,son (yakın zamanda olan),,,
recently,adverb,A2,son zamanlarda,,,
reception,noun,A2,resepsiyon,karşılama,,
recession,noun,B2,durgunluk,resesyon,,
recipe,noun,A2,tarif (yemek),,,
recipient,noun,C1,alıcı,,,
reckon,verb,B2,sanmak,hesaplamak,,
recognition,noun,B2,tanınma,tanıma,,
recognize,verb,A2,tanımak,,,
recommend,verb,A2,tavsiye etmek,,,
recommendation,noun,B1,tavsiye,,,
reconstruction,noun,C1,yeniden inşa,yeniden yapılanma,,
record,noun,A2,kayıt,,"zelfstandig naamwoord — zie ook record (werkwoord) (a stored account of facts, or a disc of music)",
record,verb,A2,kaydetmek,,werkwoord — zie ook record (zelfstandig naamwoord) (to store sounds/images/data),
recording,noun,A2,kayıt (ses/video),,,
recount,verb,C1,yeniden anlatmak,yeniden saymak,"navertellen, of opnieuw tellen (stemmen)",
recover,verb,B2,iyileşmek,kurtarmak,,
recovery,noun,B2,iyileşme,kurtarma,,
recruit,verb,B2,işe almak,,werkwoord — zie ook recruit (zelfstandig naamwoord) (to enlist a new member),
recruit,noun,B2,yeni asker,,"zelfstandig naamwoord (nieuwe rekruut, leger) — zie ook recruit (nieuwe medewerker) (a newly enlisted member)",
recruit,noun,B2,yeni çalışan,,zelfstandig naamwoord (nieuwe medewerker) — zie ook recruit (nieuwe rekruut) (a newly enlisted member),
recruitment,noun,C1,işe alım,,,
recycle,verb,A2,geri dönüştürmek,,,
red,adjective,A1,kırmızı,,,
reduce,verb,A2,azaltmak,,,
reduction,noun,B2,azalma,,zelfstandig naamwoord (algemene afname) — zie ook reduction (prijskorting),
reduction,noun,C1,indirim,,zelfstandig naamwoord (prijskorting) — zie ook reduction (algemene afname),
refer,verb,A2,atıfta bulunmak,,,
referee,noun,B2,hakem,,,
reference,noun,B1,referans,,,
referendum,noun,C1,referandum,,,
reflect,verb,B1,yansıtmak,düşünmek (üzerinde),,
reflection,noun,C1,yansıma,düşünme,,
reform,noun,C1,reform,,zelfstandig naamwoord — zie ook reform (werkwoord) (a change made to improve something),
reform,verb,C1,reform yapmak,,werkwoord — zie ook reform (zelfstandig naamwoord) (to change something to make it better),
refrigerator,noun,A2,buzdolabı,,,
refuge,noun,C1,sığınak,sığınma,,
refugee,noun,B2,mülteci,,,
refusal,noun,C1,ret,reddetme,,
refuse,verb,A2,reddetmek,,,
regain,verb,C1,yeniden kazanmak,,,
regard,verb,B2,görmek (addetmek),,"werkwoord — zie ook regard (zelfstandig naamwoord) (to consider, view as)",
regard,noun,B2,saygı,,"zelfstandig naamwoord (respect) — zie ook regard (kwestie/opzicht) (respect, or attention)",
